"On-time Graduation Rate"
10/12/2024

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2023,DIV,"Colonial Heights City Public Schools",Hispanic,22,17,77.3,17,77.3
2023,DIV,"Colonial Heights City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Colonial Heights City Public Schools",Male,94,83,88.3,83,88.3
2023,DIV,"Colonial Heights City Public Schools","Military Connected",10,10,100,10,100
2023,DIV,"Colonial Heights City Public Schools","Multiple Races",16,16,100,16,100
2023,DIV,"Colonial Heights City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Colonial Heights City Public Schools","Students with Disabilities",29,23,79.3,23,79.3
2023,DIV,"Colonial Heights City Public Schools",White,104,94,90.4,96,92.3
2023,DIV,"Craig County Public Schools","All Students",37,34,91.9,34,91.9
2023,DIV,"Craig County Public Schools","Economically Disadvantaged",16,14,87.5,14,87.5
2023,DIV,"Craig County Public Schools",Female,15,12,80,12,80
2023,DIV,"Craig County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Craig County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Craig County Public Schools",Male,22,22,100,22,100
2023,DIV,"Craig County Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2023,DIV,"Craig County Public Schools",White,37,34,91.9,34,91.9
2023,DIV,"Culpeper County Public Schools","All Students",693,624,90,626,90.3
2023,DIV,"Culpeper County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Culpeper County Public Schools",Asian,10,10,100,10,100
2023,DIV,"Culpeper County Public Schools",Black,77,66,85.7,66,85.7
2023,DIV,"Culpeper County Public Schools","Economically Disadvantaged",292,255,87.3,256,87.7
2023,DIV,"Culpeper County Public Schools","English Learners",79,46,58.2,46,58.2
2023,DIV,"Culpeper County Public Schools",Female,328,309,94.2,309,94.2
2023,DIV,"Culpeper County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Culpeper County Public Schools",Hispanic,203,162,79.8,163,80.3
2023,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Culpeper County Public Schools",Male,365,315,86.3,317,86.8
2023,DIV,"Culpeper County Public Schools","Military Connected",17,15,88.2,15,88.2
2023,DIV,"Culpeper County Public Schools","Multiple Races",57,52,91.2,52,91.2
2023,DIV,"Culpeper County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Culpeper County Public Schools","Students with Disabilities",65,60,92.3,60,92.3
2023,DIV,"Culpeper County Public Schools",White,343,331,96.5,332,96.8
2023,DIV,"Cumberland County Public Schools","All Students",82,71,86.6,73,89
2023,DIV,"Cumberland County Public Schools",Black,36,35,97.2,35,97.2
2023,DIV,"Cumberland County Public Schools","Economically Disadvantaged",50,41,82,43,86
2023,DIV,"Cumberland County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Cumberland County Public Schools",Female,36,31,86.1,32,88.9
2023,DIV,"Cumberland County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Cumberland County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Cumberland County Public Schools",Male,46,40,87,41,89.1
2023,DIV,"Cumberland County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Cumberland County Public Schools","Students with Disabilities",11,9,81.8,9,81.8
2023,DIV,"Cumberland County Public Schools",White,35,27,77.1,28,80
2023,DIV,"Danville City Public Schools","All Students",397,309,77.8,316,79.6
2023,DIV,"Danville City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Danville City Public Schools",Black,265,202,76.2,207,78.1
2023,DIV,"Danville City Public Schools","Economically Disadvantaged",314,230,73.2,236,75.2
2023,DIV,"Danville City Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Danville City Public Schools",Female,199,163,81.9,166,83.4
2023,DIV,"Danville City Public Schools",Hispanic,29,25,86.2,25,86.2
2023,DIV,"Danville City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Danville City Public Schools",Male,198,146,73.7,150,75.8
2023,DIV,"Danville City Public Schools","Multiple Races",11,8,72.7,9,81.8
2023,DIV,"Danville City Public Schools","Students with Disabilities",67,50,74.6,52,77.6
2023,DIV,"Danville City Public Schools",White,88,70,79.5,71,80.7
2023,DIV,"Department of Juvenile Justice","All Students",26,16,61.5,21,80.8
2023,DIV,"Department of Juvenile Justice",Black,18,11,61.1,14,77.8
2023,DIV,"Department of Juvenile Justice","Economically Disadvantaged",26,16,61.5,21,80.8
2023,DIV,"Department of Juvenile Justice",Male,25,15,60,20,80
2023,DIV,"Department of Juvenile Justice","Students with Disabilities",<,<,<,<,<
2023,DIV,"Department of Juvenile Justice",White,<,<,<,<,<
2023,DIV,"Dickenson County Public Schools","All Students",149,133,89.3,134,89.9
2023,DIV,"Dickenson County Public Schools",Black,<,<,100,<,100
2023,DIV,"Dickenson County Public Schools","Economically Disadvantaged",100,85,85,86,86
2023,DIV,"Dickenson County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Dickenson County Public Schools",Female,68,62,91.2,62,91.2
2023,DIV,"Dickenson County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Dickenson County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Dickenson County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Dickenson County Public Schools",Male,81,71,87.7,72,88.9
2023,DIV,"Dickenson County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Dickenson County Public Schools","Students with Disabilities",26,22,84.6,22,84.6
2023,DIV,"Dickenson County Public Schools",White,145,129,89,130,89.7
2023,DIV,"Dinwiddie County Public Schools","All Students",332,305,91.9,310,93.4
2023,DIV,"Dinwiddie County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Dinwiddie County Public Schools",Black,121,112,92.6,112,92.6
2023,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",172,157,91.3,159,92.4
2023,DIV,"Dinwiddie County Public Schools","English Learners",10,8,80,9,90
2023,DIV,"Dinwiddie County Public Schools",Female,155,142,91.6,142,91.6
2023,DIV,"Dinwiddie County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Dinwiddie County Public Schools",Hispanic,43,39,90.7,40,93
2023,DIV,"Dinwiddie County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Dinwiddie County Public Schools",Male,177,163,92.1,168,94.9
2023,DIV,"Dinwiddie County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Dinwiddie County Public Schools","Multiple Races",16,14,87.5,14,87.5
2023,DIV,"Dinwiddie County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Dinwiddie County Public Schools","Students with Disabilities",56,53,94.6,54,96.4
2023,DIV,"Dinwiddie County Public Schools",White,148,136,91.9,140,94.6
2023,DIV,"Essex County Public Schools","All Students",93,88,94.6,88,94.6
2023,DIV,"Essex County Public Schools",Black,58,54,93.1,54,93.1
2023,DIV,"Essex County Public Schools","Economically Disadvantaged",75,71,94.7,71,94.7
2023,DIV,"Essex County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Essex County Public Schools",Female,52,50,96.2,50,96.2
2023,DIV,"Essex County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Essex County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Essex County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Essex County Public Schools",Male,41,38,92.7,38,92.7
2023,DIV,"Essex County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Essex County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Essex County Public Schools","Students with Disabilities",19,18,94.7,18,94.7
2023,DIV,"Essex County Public Schools",White,25,25,100,25,100
2023,DIV,"Fairfax County Public Schools","All Students",14874,14068,94.6,14207,95.5
2023,DIV,"Fairfax County Public Schools","American Indian",41,40,97.6,40,97.6
2023,DIV,"Fairfax County Public Schools",Asian,3050,3004,98.5,3016,98.9
2023,DIV,"Fairfax County Public Schools",Black,1550,1475,95.2,1484,95.7
2023,DIV,"Fairfax County Public Schools","Economically Disadvantaged",5159,4829,93.6,4889,94.8
2023,DIV,"Fairfax County Public Schools","English Learners",2240,1703,76,1772,79.1
2023,DIV,"Fairfax County Public Schools",Female,7075,6768,95.7,6823,96.4
2023,DIV,"Fairfax County Public Schools","Foster Care",22,17,77.3,17,77.3
2023,DIV,"Fairfax County Public Schools",Hispanic,4061,3486,85.8,3570,87.9
2023,DIV,"Fairfax County Public Schools",Homeless,132,99,75,103,78
2023,DIV,"Fairfax County Public Schools",Male,7745,7246,93.6,7330,94.6
2023,DIV,"Fairfax County Public Schools","Military Connected",858,843,98.3,849,99
2023,DIV,"Fairfax County Public Schools","Multiple Races",828,808,97.6,812,98.1
2023,DIV,"Fairfax County Public Schools","Native Hawaiian",21,19,90.5,20,95.2
2023,DIV,"Fairfax County Public Schools","Students with Disabilities",1878,1772,94.4,1792,95.4
2023,DIV,"Fairfax County Public Schools",White,5323,5236,98.4,5265,98.9
2023,DIV,"Falls Church City Public Schools","All Students",216,212,98.1,213,98.6
2023,DIV,"Falls Church City Public Schools",Asian,21,21,100,21,100
2023,DIV,"Falls Church City Public Schools",Black,<,<,100,<,100
2023,DIV,"Falls Church City Public Schools","Economically Disadvantaged",29,28,96.6,28,96.6
2023,DIV,"Falls Church City Public Schools","English Learners",13,12,92.3,12,92.3
2023,DIV,"Falls Church City Public Schools",Female,111,109,98.2,109,98.2
2023,DIV,"Falls Church City Public Schools",Hispanic,32,30,93.8,31,96.9
2023,DIV,"Falls Church City Public Schools",Male,105,103,98.1,104,99
2023,DIV,"Falls Church City Public Schools","Military Connected",11,10,90.9,10,90.9
2023,DIV,"Falls Church City Public Schools","Multiple Races",20,20,100,20,100
2023,DIV,"Falls Church City Public Schools","Students with Disabilities",30,28,93.3,29,96.7
2023,DIV,"Falls Church City Public Schools",White,139,137,98.6,137,98.6
2023,DIV,"Fauquier County Public Schools","All Students",929,892,96,907,97.6
2023,DIV,"Fauquier County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Fauquier County Public Schools",Asian,16,16,100,16,100
2023,DIV,"Fauquier County Public Schools",Black,77,70,90.9,71,92.2
2023,DIV,"Fauquier County Public Schools","Economically Disadvantaged",299,282,94.3,287,96
2023,DIV,"Fauquier County Public Schools","English Learners",64,56,87.5,57,89.1
2023,DIV,"Fauquier County Public Schools",Female,438,421,96.1,430,98.2
2023,DIV,"Fauquier County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Fauquier County Public Schools",Hispanic,210,198,94.3,201,95.7
2023,DIV,"Fauquier County Public Schools",Homeless,12,10,83.3,11,91.7
2023,DIV,"Fauquier County Public Schools",Male,490,470,95.9,476,97.1
2023,DIV,"Fauquier County Public Schools","Military Connected",14,14,100,14,100
2023,DIV,"Fauquier County Public Schools","Multiple Races",53,52,98.1,53,100
2023,DIV,"Fauquier County Public Schools","Students with Disabilities",107,103,96.3,105,98.1
2023,DIV,"Fauquier County Public Schools",White,572,555,97,565,98.8
2023,DIV,"Floyd County Public Schools","All Students",144,136,94.4,138,95.8
2023,DIV,"Floyd County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Floyd County Public Schools",Black,<,<,100,<,100
2023,DIV,"Floyd County Public Schools","Economically Disadvantaged",58,53,91.4,54,93.1
2023,DIV,"Floyd County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Floyd County Public Schools",Female,72,69,95.8,69,95.8
2023,DIV,"Floyd County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Floyd County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Floyd County Public Schools",Male,72,67,93.1,69,95.8
2023,DIV,"Floyd County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Floyd County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Floyd County Public Schools","Students with Disabilities",15,10,66.7,12,80
2023,DIV,"Floyd County Public Schools",White,124,117,94.4,118,95.2
2023,DIV,"Fluvanna County Public Schools","All Students",304,290,95.4,290,95.4
2023,DIV,"Fluvanna County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools",Black,53,51,96.2,51,96.2
2023,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",106,95,89.6,95,89.6
2023,DIV,"Fluvanna County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools",Female,153,147,96.1,147,96.1
2023,DIV,"Fluvanna County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools",Hispanic,23,22,95.7,22,95.7
2023,DIV,"Fluvanna County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools",Male,151,143,94.7,143,94.7
2023,DIV,"Fluvanna County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Fluvanna County Public Schools","Multiple Races",22,21,95.5,21,95.5
2023,DIV,"Fluvanna County Public Schools","Students with Disabilities",50,47,94,47,94
2023,DIV,"Fluvanna County Public Schools",White,203,193,95.1,193,95.1
2023,DIV,"Franklin City Public Schools","All Students",81,70,86.4,71,87.7
2023,DIV,"Franklin City Public Schools",Black,56,48,85.7,48,85.7
2023,DIV,"Franklin City Public Schools","Economically Disadvantaged",58,49,84.5,49,84.5
2023,DIV,"Franklin City Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Franklin City Public Schools",Female,39,34,87.2,35,89.7
2023,DIV,"Franklin City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Franklin City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Franklin City Public Schools",Male,42,36,85.7,36,85.7
2023,DIV,"Franklin City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Franklin City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Franklin City Public Schools","Students with Disabilities",10,8,80,8,80
2023,DIV,"Franklin City Public Schools",White,20,17,85,18,90
2023,DIV,"Franklin County Public Schools","All Students",442,413,93.4,414,93.7
2023,DIV,"Franklin County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Franklin County Public Schools",Black,37,35,94.6,35,94.6
2023,DIV,"Franklin County Public Schools","Economically Disadvantaged",191,176,92.1,177,92.7
2023,DIV,"Franklin County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Franklin County Public Schools",Female,213,203,95.3,203,95.3
2023,DIV,"Franklin County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Franklin County Public Schools",Hispanic,29,27,93.1,28,96.6
2023,DIV,"Franklin County Public Schools",Male,229,210,91.7,211,92.1
2023,DIV,"Franklin County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Franklin County Public Schools","Multiple Races",26,24,92.3,24,92.3
2023,DIV,"Franklin County Public Schools","Students with Disabilities",65,53,81.5,53,81.5
2023,DIV,"Franklin County Public Schools",White,347,324,93.4,324,93.4
2023,DIV,"Frederick County Public Schools","All Students",1127,1054,93.5,1076,95.5
2023,DIV,"Frederick County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Frederick County Public Schools",Asian,26,26,100,26,100
2023,DIV,"Frederick County Public Schools",Black,52,44,84.6,47,90.4
2023,DIV,"Frederick County Public Schools","Economically Disadvantaged",388,351,90.5,363,93.6
2023,DIV,"Frederick County Public Schools","English Learners",65,51,78.5,55,84.6
2023,DIV,"Frederick County Public Schools",Female,541,519,95.9,528,97.6
2023,DIV,"Frederick County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Frederick County Public Schools",Hispanic,241,217,90,222,92.1
2023,DIV,"Frederick County Public Schools",Homeless,24,17,70.8,19,79.2
2023,DIV,"Frederick County Public Schools",Male,586,535,91.3,548,93.5
2023,DIV,"Frederick County Public Schools","Military Connected",12,12,100,12,100
2023,DIV,"Frederick County Public Schools","Multiple Races",47,44,93.6,44,93.6
2023,DIV,"Frederick County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Frederick County Public Schools","Students with Disabilities",107,95,88.8,98,91.6
2023,DIV,"Frederick County Public Schools",White,757,719,95,733,96.8
2023,DIV,"Fredericksburg City Public Schools","All Students",230,197,85.7,197,85.7
2023,DIV,"Fredericksburg City Public Schools",Asian,11,8,72.7,8,72.7
2023,DIV,"Fredericksburg City Public Schools",Black,91,80,87.9,80,87.9
2023,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",114,96,84.2,96,84.2
2023,DIV,"Fredericksburg City Public Schools","English Learners",33,23,69.7,23,69.7
2023,DIV,"Fredericksburg City Public Schools",Female,108,94,87,94,87
2023,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Fredericksburg City Public Schools",Hispanic,53,38,71.7,38,71.7
2023,DIV,"Fredericksburg City Public Schools",Homeless,10,10,100,10,100
2023,DIV,"Fredericksburg City Public Schools",Male,122,103,84.4,103,84.4
2023,DIV,"Fredericksburg City Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Fredericksburg City Public Schools","Multiple Races",15,14,93.3,14,93.3
2023,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Fredericksburg City Public Schools","Students with Disabilities",25,19,76,19,76
2023,DIV,"Fredericksburg City Public Schools",White,57,54,94.7,54,94.7
2023,DIV,"Galax City Public Schools","All Students",86,79,91.9,82,95.3
2023,DIV,"Galax City Public Schools",Black,<,<,100,<,100
2023,DIV,"Galax City Public Schools","Economically Disadvantaged",42,39,92.9,41,97.6
2023,DIV,"Galax City Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Galax City Public Schools",Female,43,42,97.7,42,97.7
2023,DIV,"Galax City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Galax City Public Schools",Hispanic,29,26,89.7,26,89.7
2023,DIV,"Galax City Public Schools",Male,43,37,86,40,93
2023,DIV,"Galax City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Galax City Public Schools","Students with Disabilities",11,11,100,11,100
2023,DIV,"Galax City Public Schools",White,48,44,91.7,47,97.9
2023,DIV,"Giles County Public Schools","All Students",178,159,89.3,159,89.3
2023,DIV,"Giles County Public Schools",Black,<,<,100,<,100
2023,DIV,"Giles County Public Schools","Economically Disadvantaged",56,46,82.1,46,82.1
2023,DIV,"Giles County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Giles County Public Schools",Female,90,81,90,81,90
2023,DIV,"Giles County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Giles County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Giles County Public Schools",Male,88,78,88.6,78,88.6
2023,DIV,"Giles County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Giles County Public Schools","Students with Disabilities",14,11,78.6,11,78.6
2023,DIV,"Giles County Public Schools",White,168,149,88.7,149,88.7
2023,DIV,"Gloucester County Public Schools","All Students",356,333,93.5,338,94.9
2023,DIV,"Gloucester County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Gloucester County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Gloucester County Public Schools",Black,23,21,91.3,22,95.7
2023,DIV,"Gloucester County Public Schools","Economically Disadvantaged",145,130,89.7,130,89.7
2023,DIV,"Gloucester County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Gloucester County Public Schools",Female,171,162,94.7,163,95.3
2023,DIV,"Gloucester County Public Schools",Hispanic,36,34,94.4,34,94.4
2023,DIV,"Gloucester County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Gloucester County Public Schools",Male,185,171,92.4,175,94.6
2023,DIV,"Gloucester County Public Schools","Military Connected",38,37,97.4,37,97.4
2023,DIV,"Gloucester County Public Schools","Multiple Races",30,29,96.7,29,96.7
2023,DIV,"Gloucester County Public Schools","Students with Disabilities",40,38,95,38,95
2023,DIV,"Gloucester County Public Schools",White,264,246,93.2,250,94.7
2023,DIV,"Goochland County Public Schools","All Students",222,217,97.7,219,98.6
2023,DIV,"Goochland County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Goochland County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Goochland County Public Schools",Black,30,28,93.3,28,93.3
2023,DIV,"Goochland County Public Schools","Economically Disadvantaged",65,62,95.4,62,95.4
2023,DIV,"Goochland County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Goochland County Public Schools",Female,102,102,100,102,100
2023,DIV,"Goochland County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Goochland County Public Schools",Hispanic,19,19,100,19,100
2023,DIV,"Goochland County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Goochland County Public Schools",Male,119,114,95.8,116,97.5
2023,DIV,"Goochland County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Goochland County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Goochland County Public Schools","Native Hawaiian",<,<,<,<,<
2023,DIV,"Goochland County Public Schools","Students with Disabilities",24,21,87.5,22,91.7
2023,DIV,"Goochland County Public Schools",White,155,153,98.7,154,99.4
2023,DIV,"Grayson County Public Schools","All Students",108,108,100,108,100
2023,DIV,"Grayson County Public Schools",Black,<,<,100,<,100
2023,DIV,"Grayson County Public Schools","Economically Disadvantaged",56,56,100,56,100
2023,DIV,"Grayson County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Grayson County Public Schools",Female,48,48,100,48,100
2023,DIV,"Grayson County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Grayson County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Grayson County Public Schools",Male,60,60,100,60,100
2023,DIV,"Grayson County Public Schools","Students with Disabilities",13,13,100,13,100
2023,DIV,"Grayson County Public Schools",White,99,99,100,99,100
2023,DIV,"Greene County Public Schools","All Students",233,221,94.8,221,94.8
2023,DIV,"Greene County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Greene County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Greene County Public Schools",Black,14,14,100,14,100
2023,DIV,"Greene County Public Schools","Economically Disadvantaged",106,98,92.5,98,92.5
2023,DIV,"Greene County Public Schools","English Learners",11,7,63.6,7,63.6
2023,DIV,"Greene County Public Schools",Female,111,106,95.5,106,95.5
2023,DIV,"Greene County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Greene County Public Schools",Hispanic,31,25,80.6,25,80.6
2023,DIV,"Greene County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Greene County Public Schools",Male,122,115,94.3,115,94.3
2023,DIV,"Greene County Public Schools","Military Connected",15,15,100,15,100
2023,DIV,"Greene County Public Schools","Multiple Races",19,18,94.7,18,94.7
2023,DIV,"Greene County Public Schools","Students with Disabilities",31,31,100,31,100
2023,DIV,"Greene County Public Schools",White,161,156,96.9,156,96.9
2023,DIV,"Greensville County Public Schools","All Students",140,129,92.1,129,92.1
2023,DIV,"Greensville County Public Schools",Asian,<,<,<,<,<
2023,DIV,"Greensville County Public Schools",Black,101,92,91.1,92,91.1
2023,DIV,"Greensville County Public Schools","Economically Disadvantaged",92,86,93.5,86,93.5
2023,DIV,"Greensville County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Greensville County Public Schools",Female,71,68,95.8,68,95.8
2023,DIV,"Greensville County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Greensville County Public Schools",Male,69,61,88.4,61,88.4
2023,DIV,"Greensville County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Greensville County Public Schools","Students with Disabilities",22,22,100,22,100
2023,DIV,"Greensville County Public Schools",White,29,28,96.6,28,96.6
2023,DIV,"Halifax County Public Schools","All Students",351,312,88.9,319,90.9
2023,DIV,"Halifax County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Halifax County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Halifax County Public Schools",Black,154,137,89,140,90.9
2023,DIV,"Halifax County Public Schools","Economically Disadvantaged",202,170,84.2,176,87.1
2023,DIV,"Halifax County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Halifax County Public Schools",Female,176,154,87.5,157,89.2
2023,DIV,"Halifax County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Halifax County Public Schools",Hispanic,12,9,75,9,75
2023,DIV,"Halifax County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Halifax County Public Schools",Male,175,158,90.3,162,92.6
2023,DIV,"Halifax County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Halifax County Public Schools","Multiple Races",15,11,73.3,11,73.3
2023,DIV,"Halifax County Public Schools","Students with Disabilities",72,65,90.3,67,93.1
2023,DIV,"Halifax County Public Schools",White,165,150,90.9,154,93.3
2023,DIV,"Hampton City Public Schools","All Students",1398,1369,97.9,1373,98.2
2023,DIV,"Hampton City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Hampton City Public Schools",Asian,25,25,100,25,100
2023,DIV,"Hampton City Public Schools",Black,890,868,97.5,871,97.9
2023,DIV,"Hampton City Public Schools","Economically Disadvantaged",828,804,97.1,808,97.6
2023,DIV,"Hampton City Public Schools","English Learners",15,15,100,15,100
2023,DIV,"Hampton City Public Schools",Female,691,683,98.8,683,98.8
2023,DIV,"Hampton City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Hampton City Public Schools",Hispanic,94,94,100,94,100
2023,DIV,"Hampton City Public Schools",Homeless,34,32,94.1,33,97.1
2023,DIV,"Hampton City Public Schools",Male,705,684,97,688,97.6
2023,DIV,"Hampton City Public Schools","Military Connected",65,65,100,65,100
2023,DIV,"Hampton City Public Schools","Multiple Races",118,115,97.5,115,97.5
2023,DIV,"Hampton City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Hampton City Public Schools","Students with Disabilities",185,185,100,185,100
2023,DIV,"Hampton City Public Schools",White,261,257,98.5,258,98.9
2023,DIV,"Hanover County Public Schools","All Students",1410,1357,96.2,1368,97
2023,DIV,"Hanover County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Hanover County Public Schools",Asian,31,30,96.8,31,100
2023,DIV,"Hanover County Public Schools",Black,108,102,94.4,102,94.4
2023,DIV,"Hanover County Public Schools","Economically Disadvantaged",423,393,92.9,401,94.8
2023,DIV,"Hanover County Public Schools","English Learners",18,17,94.4,17,94.4
2023,DIV,"Hanover County Public Schools",Female,654,640,97.9,643,98.3
2023,DIV,"Hanover County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Hanover County Public Schools",Hispanic,84,82,97.6,82,97.6
2023,DIV,"Hanover County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Hanover County Public Schools",Male,756,717,94.8,725,95.9
2023,DIV,"Hanover County Public Schools","Military Connected",19,19,100,19,100
2023,DIV,"Hanover County Public Schools","Multiple Races",68,62,91.2,62,91.2
2023,DIV,"Hanover County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Hanover County Public Schools","Students with Disabilities",149,130,87.2,131,87.9
2023,DIV,"Hanover County Public Schools",White,1115,1077,96.6,1087,97.5
2023,DIV,"Harrisonburg City Public Schools","All Students",472,455,96.4,456,96.6
2023,DIV,"Harrisonburg City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Harrisonburg City Public Schools",Asian,11,11,100,11,100
2023,DIV,"Harrisonburg City Public Schools",Black,44,42,95.5,42,95.5
2023,DIV,"Harrisonburg City Public Schools","Economically Disadvantaged",241,233,96.7,234,97.1
2023,DIV,"Harrisonburg City Public Schools","English Learners",138,128,92.8,128,92.8
2023,DIV,"Harrisonburg City Public Schools",Female,247,244,98.8,244,98.8
2023,DIV,"Harrisonburg City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Harrisonburg City Public Schools",Hispanic,249,237,95.2,237,95.2
2023,DIV,"Harrisonburg City Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Harrisonburg City Public Schools",Male,224,210,93.8,211,94.2
